2024-12-04 14:46:12,203: 
2024-12-04 14:46:12,203: Iteration n.0
2024-12-04 14:46:12,664: scrape-performance: 0.3985
2024-12-04 14:46:12,943: found n.45 events
2024-12-04 14:46:17,982: 
2024-12-04 14:46:17,982: Iteration n.1
2024-12-04 14:46:18,360: scrape-performance: 0.3618
2024-12-04 14:46:18,862: found n.45 events
